"","Treatment","Age","Well","Family","gain","Date","PlateID","Type","Count","AUC","AUC.BlankShell","AUC.cor","Family_EBV","Dry.Weight","AUC.cor.norm"
"178","34C","111dpf","D10",55,65,20260706,"T0_34C_65g","Sample",NA,11081.2083333333,3917.9375,7163.27083333333,"Low",0.00787,910199.597628123
"179","34C","111dpf","D11",56,65,20260706,"T0_34C_65g","Sample",NA,22065.85,3917.9375,18147.9125,"Low",0.03089,587501.213985108
"180","34C","111dpf","D2",5,65,20260706,"T0_34C_65g","Sample",NA,36221.0166666667,3917.9375,32303.0791666667,"High",NA,NA
"181","34C","111dpf","D4",15,65,20260706,"T0_34C_65g","Sample",NA,32454.5333333333,3917.9375,28536.5958333333,"High",0.01333,2140779.88247062
"182","34C","111dpf","D5",17,65,20260706,"T0_34C_65g","Sample",NA,32502.7083333333,3917.9375,28584.7708333333,"High",0.00746,3831738.71760501
"183","34C","111dpf","D6",18,65,20260706,"T0_34C_65g","Sample",NA,41328.9666666667,3917.9375,37411.0291666667,"High",0.01638,2283945.61457061
"184","34C","111dpf","D7",49,65,20260706,"T0_34C_65g","Sample",NA,25476.7166666667,3917.9375,21558.7791666667,"Low",0.01103,1954558.40132971
"185","34C","111dpf","D8",53,65,20260706,"T0_34C_65g","Sample",NA,90711.1833333333,3917.9375,86793.2458333333,"Low",0.02501,3470341.69665467
"186","34C","111dpf","D9",54,65,20260706,"T0_34C_65g","Sample",NA,180219.008333333,3917.9375,176301.070833333,"Low",0.02277,7742690.8578539
"187","34C","111dpf","E1",2,65,20260706,"T0_34C_65g","Sample",NA,70896.9916666667,3917.9375,66979.0541666667,"High",0.02749,2436487.96532072
"188","34C","111dpf","E10",55,65,20260706,"T0_34C_65g","Sample",NA,18692.475,3917.9375,14774.5375,"Low",0.00466,3170501.60944206
"189","34C","111dpf","E11",56,65,20260706,"T0_34C_65g","Sample",NA,73307.6083333333,3917.9375,69389.6708333333,"Low",0.03028,2291600.7540731
"190","34C","111dpf","E12",58,65,20260706,"T0_34C_65g","Sample",NA,6412.99166666667,3917.9375,2495.05416666667,"Low",-1.04029,-2398.42175419034
"191","34C","111dpf","E2",5,65,20260706,"T0_34C_65g","Sample",NA,120105.616666667,3917.9375,116187.679166667,"High",0.03174,3660607.40915774
"192","34C","111dpf","E3",7,65,20260706,"T0_34C_65g","Sample",NA,93202.5,3917.9375,89284.5625,"High",0.02691,3317895.2991453
"193","34C","111dpf","E4",15,65,20260706,"T0_34C_65g","Sample",NA,21409.7416666667,3917.9375,17491.8041666667,"High",0.0277,631473.074608905
"194","34C","111dpf","E5",17,65,20260706,"T0_34C_65g","Sample",NA,22690.8,3917.9375,18772.8625,"High",0.00408,4601191.78921568
"195","34C","111dpf","E6",18,65,20260706,"T0_34C_65g","Sample",NA,133137.433333333,3917.9375,129219.495833333,"High",0.0314,4115270.56794055
"196","34C","111dpf","E7",49,65,20260706,"T0_34C_65g","Sample",NA,52075.3833333333,3917.9375,48157.4458333333,"Low",NA,NA
"197","34C","111dpf","E8",53,65,20260706,"T0_34C_65g","Sample",NA,39771.3,3917.9375,35853.3625,"Low",0.01794,1998515.18952062
"198","34C","111dpf","E9",54,65,20260706,"T0_34C_65g","Sample",NA,123759.275,3917.9375,119841.3375,"Low",0.01495,8016142.97658863
"199","34C","111dpf","F1",2,65,20260706,"T0_34C_65g","Sample",NA,159821.075,3917.9375,155903.1375,"High",0.02388,6528607.09798995
"200","34C","111dpf","F10",55,65,20260706,"T0_34C_65g","Sample",NA,6906.19166666667,3917.9375,2988.25416666667,"Low",0.0149,200553.970917226
"201","34C","111dpf","F11",56,65,20260706,"T0_34C_65g","Sample",NA,89315.7083333333,3917.9375,85397.7708333333,"Low",-0.00998,-8556890.86506346
"202","34C","111dpf","F12",58,65,20260706,"T0_34C_65g","Sample",NA,56705.65,3917.9375,52787.7125,"Low",0.01623,3252477.66481824
"203","34C","111dpf","F2",5,65,20260706,"T0_34C_65g","Sample",NA,25127.475,3917.9375,21209.5375,"High",0.01035,2049230.6763285
"204","34C","111dpf","F3",7,65,20260706,"T0_34C_65g","Sample",NA,134451.008333333,3917.9375,130533.070833333,"High",0.05227,2497284.69166507
"205","34C","111dpf","F4",15,65,20260706,"T0_34C_65g","Sample",NA,40871.9416666667,3917.9375,36954.0041666667,"High",NA,NA
"206","34C","111dpf","F5",17,65,20260706,"T0_34C_65g","Sample",NA,116827.225,3917.9375,112909.2875,"High",0.04332,2606400.91181902
"207","34C","111dpf","F6",18,65,20260706,"T0_34C_65g","Sample",NA,152840.441666667,3917.9375,148922.504166667,"High",NA,NA
"208","34C","111dpf","F7",49,65,20260706,"T0_34C_65g","Sample",NA,86071.1083333333,3917.9375,82153.1708333333,"Low",0.0137,5996581.81265207
"209","34C","111dpf","F8",53,65,20260706,"T0_34C_65g","Sample",NA,47115.5333333333,3917.9375,43197.5958333333,"Low",0.01385,3118959.98796631
"210","34C","111dpf","F9",54,65,20260706,"T0_34C_65g","Sample",NA,37856.8916666667,3917.9375,33938.9541666667,"Low",0.02652,1279749.40296631
"211","38C","115dpf","A1",2,60,20260710,"plate_1_38","Sample",NA,66535.1,251.136111111111,114339.837708333,"High",0.025,4573593.50833333
"212","38C","115dpf","A10",55,60,20260710,"plate_1_38","Sample",NA,31425.025,251.136111111111,53774.9583333333,"Low",0.01901,2828772.13747151
"213","38C","115dpf","A11",56,60,20260710,"plate_1_38","Sample",NA,43422.4416666667,251.136111111111,74470.5020833333,"Low",0.00708,10518432.497646
"214","38C","115dpf","A12",58,60,20260710,"plate_1_38","Sample",NA,48188.3333333333,251.136111111111,82691.6652083333,"Low",0.01361,6075801.99914279
"215","38C","115dpf","A2",5,60,20260710,"plate_1_38","Sample",NA,14501,251.136111111111,24581.0152083333,"High",0.03305,743752.351235501
"216","38C","115dpf","A3",7,60,20260710,"plate_1_38","Sample",NA,38782.4666666667,251.136111111111,66466.5452083333,"High",0.01742,3815530.72378492
"217","38C","115dpf","A4",15,60,20260710,"plate_1_38","Sample",NA,21370.7583333333,251.136111111111,36431.3483333333,"High",0.02631,1384695.86975801
"218","38C","115dpf","A5",17,60,20260710,"plate_1_38","Sample",NA,17591.6833333333,251.136111111111,29912.4439583333,"High",0.02978,1004447.41297291
"219","38C","115dpf","A6",18,60,20260710,"plate_1_38","Sample",NA,21851.1916666667,251.136111111111,37260.0958333333,"High",0.02067,1802617.11820674
"220","38C","115dpf","A7",49,60,20260710,"plate_1_38","Sample",NA,44272.5333333333,251.136111111111,75936.9102083333,"Low",0.01299,5845797.55260457
"221","38C","115dpf","A8",53,60,20260710,"plate_1_38","Sample",NA,25421.125,251.136111111111,43418.2308333333,"Low",0.00758,5727998.79067722
"222","38C","115dpf","A9",54,60,20260710,"plate_1_38","Sample",NA,95051.125,251.136111111111,163529.980833333,"Low",0.02154,7591921.11575364
"223","38C","115dpf","B1",2,60,20260710,"plate_1_38","Sample",NA,67793.6666666667,251.136111111111,116510.865208333,"High",0.03352,3475861.13390016
"224","38C","115dpf","B10",55,60,20260710,"plate_1_38","Sample",NA,2363.08333333333,251.136111111111,3643.10895833333,"Low",NA,NA
"225","38C","115dpf","B11",56,60,20260710,"plate_1_38","Sample",NA,31686.5083333333,251.136111111111,54226.0170833333,"Low",0.0109,4974863.95259939
"226","38C","115dpf","B12",58,60,20260710,"plate_1_38","Sample",NA,1939.19166666667,251.136111111111,2911.89583333333,"Low",NA,NA
"227","38C","115dpf","B3",7,60,20260710,"plate_1_38","Sample",NA,21700.725,251.136111111111,37000.5408333333,"High",0.01359,2722629.93622762
"228","38C","115dpf","B4",15,60,20260710,"plate_1_38","Sample",NA,36800.375,251.136111111111,63047.4370833333,"High",0.02155,2925635.13147719
"229","38C","115dpf","B5",17,60,20260710,"plate_1_38","Sample",NA,9832.86666666666,251.136111111111,16528.4852083333,"High",0.01204,1372797.77477852
"230","38C","115dpf","B6",18,60,20260710,"plate_1_38","Sample",NA,11790.7333333333,251.136111111111,19905.8052083333,"High",0.0275,723847.462121212
"231","38C","115dpf","B7",49,60,20260710,"plate_1_38","Sample",NA,49313.6166666667,251.136111111111,84632.7789583333,"Low",0.01539,5499205.91022309
"232","38C","115dpf","B9",54,60,20260710,"plate_1_38","Sample",NA,28561.5166666667,251.136111111111,48835.4064583333,"Low",0.01107,4411509.1651611
"233","38C","115dpf","C1",2,60,20260710,"plate_1_38","Sample",NA,8915.45,251.136111111111,14945.9414583333,"High",0.02774,538786.642333574
"234","38C","115dpf","C10",55,60,20260710,"plate_1_38","Sample",NA,8422.40833333333,251.136111111111,14095.4445833333,"Low",0.03353,420383.077343672
"235","38C","115dpf","C11",56,60,20260710,"plate_1_38","Sample",NA,22098.5583333333,251.136111111111,37686.8033333333,"Low",0.02628,1434048.83307965
"236","38C","115dpf","C2",5,60,20260710,"plate_1_38","Sample",NA,33679.4333333333,251.136111111111,57663.8127083333,"High",0.03048,1891857.37232065
"237","38C","115dpf","C5",17,60,20260710,"plate_1_38","Sample",NA,5711.61666666667,251.136111111111,9419.32895833333,"High",0.00184,5119200.52083333
"238","38C","115dpf","C6",18,60,20260710,"plate_1_38","Sample",NA,7958.175,251.136111111111,13294.6420833333,"High",0.02018,658802.878262306
"239","38C","115dpf","C7",49,60,20260710,"plate_1_38","Sample",NA,24163.35,251.136111111111,41248.5689583333,"Low",0.01389,2969659.39224862
"240","38C","115dpf","C8",53,60,20260710,"plate_1_38","Sample",NA,18284.6916666667,251.136111111111,31107.8833333333,"Low",0.02108,1475706.04048071
"241","38C","115dpf","C9",54,60,20260710,"plate_1_38","Sample",NA,23071.6333333333,251.136111111111,39365.3577083333,"Low",0.0222,1773214.31118619
"242","38C","115dpf","D1",2,60,20260710,"plate_1_38","Sample",NA,41875.9416666667,251.136111111111,71802.7895833333,"High",0.01169,6142240.34074708
"243","38C","115dpf","D10",55,60,20260710,"plate_1_38","Sample",NA,35681.2,251.136111111111,61116.8602083333,"Low",0.01352,4520477.82606016
"244","38C","115dpf","D11",56,60,20260710,"plate_1_38","Sample",NA,89318.9833333333,251.136111111111,153642.036458333,"Low",0.01313,11701602.1674283
"245","38C","115dpf","D3",7,60,20260710,"plate_1_38","Sample",NA,38353.0083333333,251.136111111111,65725.7295833333,"High",0.01279,5138837.34037008
"246","38C","115dpf","D4",15,60,20260710,"plate_1_38","Sample",NA,43027.1333333333,251.136111111111,73788.5952083333,"High",0.01457,5064419.7123084
"247","38C","115dpf","D5",17,60,20260710,"plate_1_38","Sample",NA,42627.1,251.136111111111,73098.5377083333,"High",0.02075,3522821.09437751
"248","38C","115dpf","D6",18,60,20260710,"plate_1_38","Sample",NA,55036.4833333333,251.136111111111,94504.7239583333,"High",0.01986,4758546.02005707
"249","38C","115dpf","D7",49,60,20260710,"plate_1_38","Sample",NA,21263.9666666667,251.136111111111,36247.1327083333,"Low",-1.05912,-34223.8204437017
"250","38C","115dpf","D9",54,60,20260710,"plate_1_38","Sample",NA,40043.2166666667,251.136111111111,68641.3389583333,"Low",0.00924,7428716.33748196
"251","38C","115dpf","E1",2,60,20260710,"plate_1_38","Sample",NA,61182.1666666667,251.136111111111,105106.027708333,"High",0.02812,3737767.69944286
"252","38C","115dpf","E10",55,60,20260710,"plate_1_38","Sample",NA,18916.7833333333,251.136111111111,32198.2414583333,"Low",0.01851,1739505.21114713
"253","38C","115dpf","E11",56,60,20260710,"plate_1_38","Sample",NA,49475.475,251.136111111111,84911.9845833333,"Low",0.02542,3340361.31327039
"254","38C","115dpf","E2",5,60,20260710,"plate_1_38","Sample",NA,55254.2,251.136111111111,94880.2852083334,"High",0.02567,3696154.46857551
"255","38C","115dpf","E5",17,60,20260710,"plate_1_38","Sample",NA,22160.3,251.136111111111,37793.3077083333,"High",0.01495,2527980.44871795
"256","38C","115dpf","E6",18,60,20260710,"plate_1_38","Sample",NA,40417.2166666667,251.136111111111,69286.4889583333,"High",0.01018,6806138.40455141
"257","38C","115dpf","E7",49,60,20260710,"plate_1_38","Sample",NA,14022.8333333333,251.136111111111,23756.1777083333,"Low",0.00369,6437988.53884372
"258","38C","115dpf","E8",53,60,20260710,"plate_1_38","Sample",NA,41626.4416666667,251.136111111111,71372.4020833334,"Low",0.01767,4039185.17732503
"259","38C","115dpf","E9",54,60,20260710,"plate_1_38","Sample",NA,42135.5,251.136111111111,72250.5277083333,"Low",0.02535,2850119.43622617
"260","38C","115dpf","F1",2,60,20260710,"plate_1_38","Sample",NA,29157.1666666667,251.136111111111,49862.9027083333,"High",0.01074,4642728.3713532
"261","38C","115dpf","F10",55,60,20260710,"plate_1_38","Sample",NA,17501.25,251.136111111111,29756.4464583333,"Low",0.00823,3615607.10307817
"262","38C","115dpf","F11",56,60,20260710,"plate_1_38","Sample",NA,52670.4166666667,251.136111111111,90423.2589583333,"Low",0.01734,5214720.81651288
"263","38C","115dpf","F12",58,60,20260710,"plate_1_38","Sample",NA,25831.425,251.136111111111,44125.9983333333,"Low",0.01359,3246946.16139318
"264","38C","115dpf","F2",5,60,20260710,"plate_1_38","Sample",NA,17933.5916666667,251.136111111111,30502.2358333333,"High",0.00677,4505500.12309207
"265","38C","115dpf","F3",7,60,20260710,"plate_1_38","Sample",NA,39987.9,251.136111111111,68545.9177083333,"High",0.02356,2909419.25756933
"266","38C","115dpf","F4",15,60,20260710,"plate_1_38","Sample",NA,10991.0416666667,251.136111111111,18526.3370833333,"High",0.01309,1415304.59001783
"267","38C","115dpf","F5",17,60,20260710,"plate_1_38","Sample",NA,24252.7,251.136111111111,41402.6977083333,"High",0.00948,4367373.17598453
"268","38C","115dpf","F6",18,60,20260710,"plate_1_38","Sample",NA,6736.25,251.136111111111,11186.8214583333,"High",0.02377,470627.743303884
"269","38C","115dpf","F7",49,60,20260710,"plate_1_38","Sample",NA,55104.6583333333,251.136111111111,94622.3258333334,"Low",0.01859,5089958.35574682
"270","38C","115dpf","F8",53,60,20260710,"plate_1_38","Sample",NA,925.45,251.136111111111,1163.19145833333,"Low",NA,NA
"271","38C","115dpf","F9",54,60,20260710,"plate_1_38","Sample",NA,22303.5833333333,251.136111111111,38040.4714583333,"Low",0.0175,2173741.22619048
