"","Family","PlateID","Well","Note","obs_volume","Date","Treatment","Age","Type","Count","AUC","blanks_meanAUC","AUC_cor","AUC_cor_norm","Family_EBV","yearclass","sire","dam","sire_id","dam_id","ebv_mpv","sire_pop","dam_pop"
"102",3,"plate_4_38","C2","","",20260401,"38C","360hpf","Sample",12,3430.85,1920.40069444444,1510.44930555556,125.870775462963,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"103",3,"plate_4_38","B2","","",20260401,"38C","360hpf","Sample",13,3567.1,1920.40069444444,1646.69930555555,126.669177350427,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"104",3,"plate_4_38","B2","","",20260401,"38C","360hpf","Sample",13,3567.1,1920.40069444444,1646.69930555555,126.669177350427,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"105",3,"plate_3_34","C2","","",20260401,"34C","360hpf","Sample",15,3689.19166666667,1941.35138888889,1747.84027777778,116.522685185185,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"106",3,"plate_4_38","C2","","",20260401,"38C","360hpf","Sample",12,3430.85,1920.40069444444,1510.44930555556,125.870775462963,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"107",3,"plate_4_38","F2","","",20260401,"38C","360hpf","Sample",8,2822.8,1920.40069444444,902.399305555556,112.799913194444,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"108",3,"plate_3_34","G2","","",20260401,"34C","360hpf","Sample",10,3389.65833333333,1941.35138888889,1448.30694444444,144.830694444444,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"109",3,"plate_4_38","G2","","",20260401,"38C","360hpf","Sample",18,4408.775,1920.40069444444,2488.37430555556,138.243016975309,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"110",3,"plate_4_38","G2","","",20260401,"38C","360hpf","Sample",18,4408.775,1920.40069444444,2488.37430555556,138.243016975309,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"111",3,"plate_4_38","E2","","",20260401,"38C","360hpf","Sample",16,4323.675,1920.40069444444,2403.27430555555,150.204644097222,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"112",3,"plate_4_38","F2","","",20260401,"38C","360hpf","Sample",8,2822.8,1920.40069444444,902.399305555556,112.799913194444,"High",2026,"2023-56","2024-32","G010852","G010827",0.250798343566823,"midori","midori"
"113",4,"plate_1_26","E3","","",20260401,"26C","360hpf","Sample",8,2996.63333333333,1689.69652777778,1306.93680555556,163.367100694444,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"114",4,"plate_1_26","B3","","",20260401,"26C","360hpf","Sample",3,1912.84166666667,1689.69652777778,223.145138888889,74.381712962963,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"115",4,"plate_1_26","C3","","",20260401,"26C","360hpf","Sample",7,2813.35,1689.69652777778,1123.65347222222,160.521924603175,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"116",4,"plate_2_30","A3","","",20260401,"30C","360hpf","Sample",4,2087.45,1763.86875,323.58125,80.8953125,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"117",4,"plate_1_26","A3","","",20260401,"26C","360hpf","Sample",8,2751.55,1689.69652777778,1061.85347222222,132.731684027778,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"118",4,"plate_1_26","E3","","",20260401,"26C","360hpf","Sample",8,2996.63333333333,1689.69652777778,1306.93680555556,163.367100694444,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"119",4,"plate_1_26","G3","","",20260401,"26C","360hpf","Sample",8,2981.19166666667,1689.69652777778,1291.49513888889,161.436892361111,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"120",4,"plate_1_26","A3","","",20260401,"26C","360hpf","Sample",8,2751.55,1689.69652777778,1061.85347222222,132.731684027778,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"121",4,"plate_1_26","D3","","",20260401,"26C","360hpf","Sample",3,2317.40833333333,1689.69652777778,627.711805555555,209.237268518518,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"122",4,"plate_2_30","D3","","",20260401,"30C","360hpf","Sample",5,2530.01666666667,1763.86875,766.147916666667,153.229583333333,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"123",4,"plate_1_26","F3","","",20260401,"26C","360hpf","Sample",6,2562.475,1689.69652777778,872.778472222223,145.463078703704,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
"124",4,"plate_2_30","C3","","",20260401,"30C","360hpf","Sample",2,2107.275,1763.86875,343.40625,171.703125,"High",2026,"2023-64","2024-42","G010853","G010841",0.22397552900643,"hybrid","midori"
