"","Plate_row","Plate_col","flourescence","filename","timepoint","plate","Well","time","Date","gain","PlateID"
"104","C","1","8281","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C1",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"105","C","2","3404","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C2",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"106","C","3","8996","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C3",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"107","C","4","1433","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C4",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"108","C","5","5665","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C5",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"109","C","6","10201","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C6",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"110","C","7","5835","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C7",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"111","C","8","5169","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C8",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"112","C","9","1159","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C9",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"113","C","10","3023","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C10",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"114","C","11","3751","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C11",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"115","C","12","3338","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","C12",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"116","D","2","578","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D2",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"117","D","4","3660","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D4",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"118","D","5","1821","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D5",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"119","D","6","3992","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D6",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"120","D","7","2417","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D7",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"121","D","8","6843","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D8",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"122","D","9","19088","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D9",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"123","D","10","829","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D10",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"124","D","11","1233","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","D11",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"125","E","1","5085","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E1",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"126","E","2","5478","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E2",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"127","E","3","4981","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E3",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"128","E","4","1974","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E4",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"129","E","5","679","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E5",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"130","E","6","9812","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E6",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"131","E","7","6447","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E7",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"132","E","8","4506","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E8",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"133","E","9","7908","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E9",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"134","E","10","1218","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E10",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"135","E","11","6530","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E11",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"136","E","12","607","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","E12",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"137","F","1","8985","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","F1",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"138","F","2","2126","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","F2",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"139","F","3","11272","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","F3",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"140","F","4","4507","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","F4",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"141","F","5","8094","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","F5",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
"142","F","6","5206","NIFA_Resazurin_34_T1_06072026_1138_g60","T1","NIFA_Resazurin_34_T1_06072026_1138_g60","F6",2026-07-06 11:38:00,20260706,60,"T1_34C_60g"
