"","Date","filename","time","timepoint","Treatment","PlateID","Well","gain","Type","Family","Age","Area_ImageJ","Count","flourescence","Note"
"23",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","B11",85,"Sample",56,"97dpf",NA,NA,10979,""
"24",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","B12",85,"Sample",58,"97dpf",NA,NA,6688,""
"25",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C1",85,"Sample",2,"97dpf",NA,NA,13744,""
"26",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C2",85,"Sample",5,"97dpf",NA,NA,4947,""
"27",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C3",85,"Sample",7,"97dpf",NA,NA,7475,""
"28",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C4",85,"Sample",15,"97dpf",NA,NA,16268,""
"29",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C5",85,"Sample",17,"97dpf",NA,NA,5736,""
"30",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C6",85,"Sample",18,"97dpf",NA,NA,52115,""
"31",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C7",85,"Sample",49,"97dpf",NA,NA,15051,""
"32",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C8",85,"Sample",53,"97dpf",NA,NA,12560,""
"33",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C9",85,"Sample",54,"97dpf",NA,NA,26040,""
"34",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C10",85,"Sample",55,"97dpf",NA,NA,7612,""
"35",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C11",85,"Sample",56,"97dpf",NA,NA,12561,""
"36",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","C12",85,"Sample",58,"97dpf",NA,NA,13106,""
"37",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D1",85,"Sample",2,"97dpf",NA,NA,13885,""
"38",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D2",85,"Sample",5,"97dpf",NA,NA,8480,""
"39",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D3",85,"Sample",7,"97dpf",NA,NA,4715,""
"40",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D4",85,"Sample",15,"97dpf",NA,NA,6429,""
"41",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D5",85,"Sample",17,"97dpf",NA,NA,21809,""
"42",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D6",85,"Sample",18,"97dpf",NA,NA,20889,""
"43",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D7",85,"Sample",49,"97dpf",NA,NA,8272,""
"44",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D8",85,"Sample",53,"97dpf",NA,NA,4941,""
"45",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D9",85,"Sample",54,"97dpf",NA,NA,15721,""
"46",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D10",85,"Sample",55,"97dpf",NA,NA,13325,""
"47",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D11",85,"Sample",56,"97dpf",NA,NA,5306,""
"48",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","D12",85,"Sample",58,"97dpf",NA,NA,4516,""
"49",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E1",85,"Sample",2,"97dpf",NA,NA,19829,""
"50",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E2",85,"Sample",5,"97dpf",NA,NA,7537,""
"51",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E3",85,"Sample",7,"97dpf",NA,NA,4345,""
"52",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E4",85,"Sample",15,"97dpf",NA,NA,6660,""
"53",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E5",85,"Sample",17,"97dpf",NA,NA,9620,""
"54",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E6",85,"Sample",18,"97dpf",NA,NA,22711,""
"55",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E7",85,"Sample",49,"97dpf",NA,NA,10269,""
"56",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E8",85,"Sample",53,"97dpf",NA,NA,5133,""
"57",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E9",85,"Sample",54,"97dpf",NA,NA,5826,""
"58",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E10",85,"Sample",55,"97dpf",NA,NA,5564,""
"59",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E11",85,"Sample",56,"97dpf",NA,NA,9707,""
"60",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","E12",85,"Sample",58,"97dpf",NA,NA,5281,""
"61",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F1",85,"Sample",2,"97dpf",NA,NA,15654,""
"62",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F2",85,"Sample",5,"97dpf",NA,NA,7299,""
"63",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F3",85,"Sample",7,"97dpf",NA,NA,6918,""
"64",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F4",85,"Sample",15,"97dpf",NA,NA,8005,""
"65",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F5",85,"Sample",17,"97dpf",NA,NA,12969,""
"66",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F6",85,"Sample",18,"97dpf",NA,NA,12939,""
"67",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F7",85,"Sample",49,"97dpf",NA,NA,8044,""
"68",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F8",85,"Sample",53,"97dpf",NA,NA,5717,""
"69",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F9",85,"Sample",54,"97dpf",NA,NA,21669,""
"70",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F10",85,"Sample",55,"97dpf",NA,NA,4263,""
"71",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F11",85,"Sample",56,"97dpf",NA,NA,11433,""
"72",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","F12",85,"Sample",58,"97dpf",NA,NA,4529,""
"73",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G1",85,"blank",NA,"97dpf",NA,NA,4071,""
"74",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G2",85,"shell",NA,"97dpf",NA,NA,4516,""
"75",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G3",85,"blank",NA,"97dpf",NA,NA,4113,""
"76",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G4",85,"shell",NA,"97dpf",NA,NA,4793,""
"77",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G5",85,"blank",NA,"97dpf",NA,NA,3915,""
"78",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G6",85,"shell",NA,"97dpf",NA,NA,4184,""
"79",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G7",85,"blank",NA,"97dpf",NA,NA,4060,""
"80",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G8",85,"shell",NA,"97dpf",NA,NA,4506,""
"81",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G9",85,"blank",NA,"97dpf",NA,NA,3987,""
"82",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G10",85,"shell",NA,"97dpf",NA,NA,4593,""
"83",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G11",85,"blank",NA,"97dpf",NA,NA,4085,""
"84",20260622,"NIFA_Resazurin_20_T0_22062026_1635_g85",2026-06-22 16:35:00,"T0","20C","T0_20C_85g","G12",85,"shell",NA,"97dpf",NA,NA,4593,""
"85",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A1",85,"Sample",2,"97dpf",NA,NA,26236,""
"86",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A2",85,"Sample",5,"97dpf",NA,NA,27940,""
"87",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A3",85,"Sample",7,"97dpf",NA,NA,33766,""
"88",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A4",85,"Sample",15,"97dpf",NA,NA,10230,""
"89",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A5",85,"Sample",17,"97dpf",NA,NA,37630,""
"90",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A6",85,"Sample",18,"97dpf",NA,NA,32017,""
"91",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A7",85,"Sample",49,"97dpf",NA,NA,6122,""
"92",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A8",85,"Sample",53,"97dpf",NA,NA,15956,""
"93",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A9",85,"Sample",54,"97dpf",NA,NA,21811,""
"94",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A10",85,"Sample",55,"97dpf",NA,NA,9162,""
"95",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A11",85,"Sample",56,"97dpf",NA,NA,6392,""
"96",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","A12",85,"Sample",58,"97dpf",NA,NA,4791,""
"97",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B1",85,"Sample",2,"97dpf",NA,NA,38117,""
"98",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B2",85,"Sample",5,"97dpf",NA,NA,8704,""
"99",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B3",85,"Sample",7,"97dpf",NA,NA,10412,""
"100",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B4",85,"Sample",15,"97dpf",NA,NA,23767,""
"101",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B5",85,"Sample",17,"97dpf",NA,NA,21131,""
"102",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B6",85,"Sample",18,"97dpf",NA,NA,24564,""
"103",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B7",85,"Sample",49,"97dpf",NA,NA,7499,""
"104",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B8",85,"Sample",53,"97dpf",NA,NA,13303,""
"105",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B9",85,"Sample",54,"97dpf",NA,NA,6987,""
"106",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B10",85,"Sample",55,"97dpf",NA,NA,31646,""
"107",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B11",85,"Sample",56,"97dpf",NA,NA,10843,""
"108",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","B12",85,"Sample",58,"97dpf",NA,NA,8069,""
"109",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C1",85,"Sample",2,"97dpf",NA,NA,17156,""
"110",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C2",85,"Sample",5,"97dpf",NA,NA,6750,""
"111",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C3",85,"Sample",7,"97dpf",NA,NA,7074,""
"112",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C4",85,"Sample",15,"97dpf",NA,NA,19947,""
"113",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C5",85,"Sample",17,"97dpf",NA,NA,6455,""
"114",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C6",85,"Sample",18,"97dpf",NA,NA,50246,""
"115",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C7",85,"Sample",49,"97dpf",NA,NA,13592,""
"116",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C8",85,"Sample",53,"97dpf",NA,NA,10815,""
"117",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C9",85,"Sample",54,"97dpf",NA,NA,36650,""
"118",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C10",85,"Sample",55,"97dpf",NA,NA,16484,""
"119",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C11",85,"Sample",56,"97dpf",NA,NA,14002,""
"120",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","C12",85,"Sample",58,"97dpf",NA,NA,15194,""
"121",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D1",85,"Sample",2,"97dpf",NA,NA,16788,""
"122",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D2",85,"Sample",5,"97dpf",NA,NA,13696,""
"123",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D3",85,"Sample",7,"97dpf",NA,NA,5720,""
"124",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D4",85,"Sample",15,"97dpf",NA,NA,7083,""
"125",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D5",85,"Sample",17,"97dpf",NA,NA,36056,""
"126",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D6",85,"Sample",18,"97dpf",NA,NA,27386,""
"127",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D7",85,"Sample",49,"97dpf",NA,NA,8896,""
"128",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D8",85,"Sample",53,"97dpf",NA,NA,5110,""
"129",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D9",85,"Sample",54,"97dpf",NA,NA,18554,""
"130",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D10",85,"Sample",55,"97dpf",NA,NA,15696,""
"131",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D11",85,"Sample",56,"97dpf",NA,NA,5551,""
"132",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","D12",85,"Sample",58,"97dpf",NA,NA,4846,""
"133",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E1",85,"Sample",2,"97dpf",NA,NA,39424,""
"134",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E2",85,"Sample",5,"97dpf",NA,NA,9169,""
"135",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E3",85,"Sample",7,"97dpf",NA,NA,5992,""
"136",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E4",85,"Sample",15,"97dpf",NA,NA,7678,""
"137",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E5",85,"Sample",17,"97dpf",NA,NA,7971,""
"138",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E6",85,"Sample",18,"97dpf",NA,NA,27819,""
"139",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E7",85,"Sample",49,"97dpf",NA,NA,9744,""
"140",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E8",85,"Sample",53,"97dpf",NA,NA,6247,""
"141",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E9",85,"Sample",54,"97dpf",NA,NA,7259,""
"142",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E10",85,"Sample",55,"97dpf",NA,NA,6274,""
"143",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E11",85,"Sample",56,"97dpf",NA,NA,10081,""
"144",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","E12",85,"Sample",58,"97dpf",NA,NA,6904,""
"145",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","F1",85,"Sample",2,"97dpf",NA,NA,45081,""
"146",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","F2",85,"Sample",5,"97dpf",NA,NA,9594,""
"147",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","F3",85,"Sample",7,"97dpf",NA,NA,7818,""
"148",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","F4",85,"Sample",15,"97dpf",NA,NA,16002,""
"149",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","F5",85,"Sample",17,"97dpf",NA,NA,10960,""
"150",20260622,"NIFA_Resazurin_20_T1_22062026_1730_g85",2026-06-22 17:30:00,"T1","20C","T1_20C_85g","F6",85,"Sample",18,"97dpf",NA,NA,9367,""
