"","Date","filename","time","timepoint","Treatment","PlateID","Well","gain","Type","Family","Age","Area_ImageJ","Count","flourescence","Note"
"115",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","C7",77,"Sample",49,"101dpf",NA,NA,6435,""
"116",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","C8",77,"Sample",53,"101dpf",NA,NA,3584,""
"117",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","C9",77,"Sample",54,"101dpf",NA,NA,5434,""
"118",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","C10",77,"Sample",55,"101dpf",NA,NA,3936,""
"119",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","C11",77,"Sample",56,"101dpf",NA,NA,2961,""
"120",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","C12",77,"Sample",58,"101dpf",NA,NA,9722,""
"121",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D1",77,"Sample",2,"101dpf",NA,NA,5250,""
"122",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D2",77,"Sample",5,"101dpf",NA,NA,25611,""
"123",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D3",77,"Sample",7,"101dpf",NA,NA,12263,""
"124",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D4",77,"Sample",15,"101dpf",NA,NA,21349,""
"125",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D5",77,"Sample",17,"101dpf",NA,NA,20451,""
"126",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D6",77,"Sample",18,"101dpf",NA,NA,32065,""
"127",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D7",77,"Sample",49,"101dpf",NA,NA,5398,""
"128",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D8",77,"Sample",53,"101dpf",NA,NA,4882,""
"129",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D9",77,"Sample",54,"101dpf",NA,NA,13514,""
"130",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D10",77,"Sample",55,"101dpf",NA,NA,3284,""
"131",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D11",77,"Sample",56,"101dpf",NA,NA,8113,""
"132",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","D12",77,"Sample",58,"101dpf",NA,NA,3955,""
"133",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E1",77,"Sample",2,"101dpf",NA,NA,20194,""
"134",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E2",77,"Sample",5,"101dpf",NA,NA,10864,""
"135",20260626,"NIFA_Resazurin_24_T1_26062026_1211_g77",2026-06-26 12:11:00,"T1","24C","T1_24C_77g","E3",77,"Sample",7,"101dpf",NA,NA,3515,""
