"","Plate_row","Plate_col","flourescence","filename","timepoint","plate","Well","time","Date","gain"
"181","C","1","3667","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C1",NA,20260710,60
"182","C","2","4037","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C2",NA,20260710,60
"183","C","5","1492","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C5",NA,20260710,60
"184","C","6","1331","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C6",NA,20260710,60
"185","C","7","4007","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C7",NA,20260710,60
"186","C","8","2208","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C8",NA,20260710,60
"187","C","9","4063","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C9",NA,20260710,60
"188","C","10","1717","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C10",NA,20260710,60
"189","C","11","2712","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","C11",NA,20260710,60
"190","D","1","8164","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D1",NA,20260710,60
"191","D","3","6651","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D3",NA,20260710,60
"192","D","4","5690","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D4",NA,20260710,60
"193","D","5","6584","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D5",NA,20260710,60
"194","D","6","8141","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D6",NA,20260710,60
"195","D","7","3495","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D7",NA,20260710,60
"196","D","9","7091","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D9",NA,20260710,60
"197","D","10","6653","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D10",NA,20260710,60
"198","D","11","16028","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","D11",NA,20260710,60
"199","E","1","10033","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E1",NA,20260710,60
"200","E","2","7598","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E2",NA,20260710,60
"201","E","3","5432","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E3",NA,20260710,60
"202","E","4","2109","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E4",NA,20260710,60
"203","E","5","4955","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E5",NA,20260710,60
"204","E","6","8289","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E6",NA,20260710,60
"205","E","7","2123","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E7",NA,20260710,60
"206","E","8","3531","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E8",NA,20260710,60
"207","E","9","6278","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E9",NA,20260710,60
"208","E","10","3615","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E10",NA,20260710,60
"209","E","11","6106","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E11",NA,20260710,60
"210","E","12","3372","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","E12",NA,20260710,60
"211","F","1","5461","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F1",NA,20260710,60
"212","F","2","2634","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F2",NA,20260710,60
"213","F","3","6241","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F3",NA,20260710,60
"214","F","4","1869","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F4",NA,20260710,60
"215","F","5","4592","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F5",NA,20260710,60
"216","F","6","1529","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F6",NA,20260710,60
"217","F","7","7229","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F7",NA,20260710,60
"218","F","8","540","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F8",NA,20260710,60
"219","F","9","4312","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F9",NA,20260710,60
"220","F","10","3497","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F10",NA,20260710,60
"221","F","11","8354","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F11",NA,20260710,60
"222","F","12","3508","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","F12",NA,20260710,60
"223","G","1","422","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G1",NA,20260710,60
"224","G","2","367","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G2",NA,20260710,60
"225","G","3","201","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G3",NA,20260710,60
"226","G","4","437","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G4",NA,20260710,60
"227","G","5","327","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G5",NA,20260710,60
"228","G","6","365","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G6",NA,20260710,60
"229","G","7","409","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G7",NA,20260710,60
"230","G","8","919","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G8",NA,20260710,60
"231","G","9","380","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G9",NA,20260710,60
"232","G","10","389","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G10",NA,20260710,60
"233","G","11","389","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G11",NA,20260710,60
"234","G","12","381","NIFA_Resazurin_38_T2_20260710_1421_g60","T2","NIFA_Resazurin_38_T2_20260710_1421_g60","G12",NA,20260710,60
"235","A","1","15170","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A1",NA,20260710,60
"236","A","2","2939","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A2",NA,20260710,60
"237","A","3","10749","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A3",NA,20260710,60
"238","A","4","5456","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A4",NA,20260710,60
"239","A","5","4225","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A5",NA,20260710,60
"240","A","6","5714","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A6",NA,20260710,60
"241","A","7","9517","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A7",NA,20260710,60
"242","A","8","5370","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A8",NA,20260710,60
"243","A","9","22295","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A9",NA,20260710,60
"244","A","10","5730","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A10",NA,20260710,60
"245","A","11","9233","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A11",NA,20260710,60
"246","A","12","12436","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","A12",NA,20260710,60
"247","B","1","16459","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B1",NA,20260710,60
"248","B","2","8451","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B2",NA,20260710,60
"249","B","3","5802","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B3",NA,20260710,60
"250","B","4","8661","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B4",NA,20260710,60
"251","B","5","2216","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B5",NA,20260710,60
"252","B","6","3097","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B6",NA,20260710,60
"253","B","7","10306","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B7",NA,20260710,60
"254","B","8","3521","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B8",NA,20260710,60
"255","B","9","6383","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B9",NA,20260710,60
"256","B","10","1018","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B10",NA,20260710,60
"257","B","11","7504","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B11",NA,20260710,60
"258","B","12","909","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","B12",NA,20260710,60
"259","C","1","4115","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C1",NA,20260710,60
"260","C","2","6871","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C2",NA,20260710,60
"261","C","5","1508","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C5",NA,20260710,60
"262","C","6","1569","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C6",NA,20260710,60
"263","C","7","4329","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C7",NA,20260710,60
"264","C","8","3315","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C8",NA,20260710,60
"265","C","9","4936","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C9",NA,20260710,60
"266","C","10","2119","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C10",NA,20260710,60
"267","C","11","5796","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","C11",NA,20260710,60
"268","D","1","11961","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D1",NA,20260710,60
"269","D","3","9407","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D3",NA,20260710,60
"270","D","4","9180","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D4",NA,20260710,60
"271","D","5","8422","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D5",NA,20260710,60
"272","D","6","12337","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D6",NA,20260710,60
"273","D","7","4989","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D7",NA,20260710,60
"274","D","9","9761","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D9",NA,20260710,60
"275","D","10","6931","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D10",NA,20260710,60
"276","D","11","23600","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","D11",NA,20260710,60
"277","E","1","15244","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E1",NA,20260710,60
"278","E","2","10773","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E2",NA,20260710,60
"279","E","3","7834","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E3",NA,20260710,60
"280","E","4","2658","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E4",NA,20260710,60
"281","E","5","5411","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E5",NA,20260710,60
"282","E","6","9668","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E6",NA,20260710,60
"283","E","7","3487","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E7",NA,20260710,60
"284","E","8","8835","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E8",NA,20260710,60
"285","E","9","9663","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E9",NA,20260710,60
"286","E","10","4167","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E10",NA,20260710,60
"287","E","11","9635","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E11",NA,20260710,60
"288","E","12","4038","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","E12",NA,20260710,60
"289","F","1","7252","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F1",NA,20260710,60
"290","F","2","3822","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F2",NA,20260710,60
"291","F","3","8384","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F3",NA,20260710,60
"292","F","4","2344","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F4",NA,20260710,60
"293","F","5","5822","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F5",NA,20260710,60
"294","F","6","1924","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F6",NA,20260710,60
"295","F","7","12791","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F7",NA,20260710,60
"296","F","8","622","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F8",NA,20260710,60
"297","F","9","4976","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F9",NA,20260710,60
"298","F","10","3966","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F10",NA,20260710,60
"299","F","11","12926","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F11",NA,20260710,60
"300","F","12","6554","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","F12",NA,20260710,60
"301","G","1","443","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G1",NA,20260710,60
"302","G","2","395","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G2",NA,20260710,60
"303","G","3","362","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G3",NA,20260710,60
"304","G","4","363","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G4",NA,20260710,60
"305","G","5","371","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G5",NA,20260710,60
"306","G","6","350","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G6",NA,20260710,60
"307","G","7","428","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G7",NA,20260710,60
"308","G","8","483","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G8",NA,20260710,60
"309","G","9","415","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G9",NA,20260710,60
"310","G","10","449","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G10",NA,20260710,60
"311","G","11","438","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G11",NA,20260710,60
"312","G","12","421","NIFA_Resazurin_38_T3_20260710_1529_g60","T3","NIFA_Resazurin_38_T3_20260710_1529_g60","G12",NA,20260710,60
"313","A","1","19558","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A1",NA,20260710,60
"314","A","2","4803","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A2",NA,20260710,60
"315","A","3","12949","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A3",NA,20260710,60
"316","A","4","6331","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A4",NA,20260710,60
"317","A","5","4967","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A5",NA,20260710,60
"318","A","6","7643","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A6",NA,20260710,60
"319","A","7","14183","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A7",NA,20260710,60
"320","A","8","8001","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A8",NA,20260710,60
"321","A","9","27498","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A9",NA,20260710,60
"322","A","10","9315","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A10",NA,20260710,60
"323","A","11","12930","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A11",NA,20260710,60
"324","A","12","13150","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","A12",NA,20260710,60
"325","B","1","20327","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B1",NA,20260710,60
"326","B","2","11897","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B2",NA,20260710,60
"327","B","3","7173","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B3",NA,20260710,60
"328","B","4","13070","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B4",NA,20260710,60
"329","B","5","2680","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B5",NA,20260710,60
"330","B","6","3881","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B6",NA,20260710,60
"331","B","7","16822","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B7",NA,20260710,60
"332","B","8","5103","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B8",NA,20260710,60
"333","B","9","9305","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B9",NA,20260710,60
"334","B","10","1088","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B10",NA,20260710,60
"335","B","11","7579","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B11",NA,20260710,60
"336","B","12","1020","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","B12",NA,20260710,60
"337","C","1","5057","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C1",NA,20260710,60
"338","C","2","11577","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C2",NA,20260710,60
"339","C","5","1894","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C5",NA,20260710,60
"340","C","6","3640","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C6",NA,20260710,60
"341","C","7","7047","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C7",NA,20260710,60
"342","C","8","6234","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C8",NA,20260710,60
"343","C","9","5686","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C9",NA,20260710,60
"344","C","10","2754","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C10",NA,20260710,60
"345","C","11","7533","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","C11",NA,20260710,60
"346","D","1","13458","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D1",NA,20260710,60
"347","D","3","11694","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D3",NA,20260710,60
"348","D","4","14192","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D4",NA,20260710,60
"349","D","5","11266","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D5",NA,20260710,60
"350","D","6","17171","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D6",NA,20260710,60
"351","D","7","5943","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D7",NA,20260710,60
"352","D","9","11087","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D9",NA,20260710,60
"353","D","10","9773","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D10",NA,20260710,60
"354","D","11","23476","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","D11",NA,20260710,60
"355","E","1","18598","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E1",NA,20260710,60
"356","E","2","17431","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E2",NA,20260710,60
"357","E","3","10576","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E3",NA,20260710,60
"358","E","4","4487","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E4",NA,20260710,60
"359","E","5","8165","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E5",NA,20260710,60
"360","E","6","11556","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E6",NA,20260710,60
"361","E","7","4191","NIFA_Resazurin_38_T4_20260710_1638_g60","T4","NIFA_Resazurin_38_T4_20260710_1638_g60","E7",NA,20260710,60
