,71.346734,1.33133557,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74158978,1.70262281,,,,,,,,,,,,,1.13814960,1.61179392,1.18312297,1.30793898,1.50151085,1.62016553,1.16502309,,,,,2.17570006,,1.73931909,,1.73240374,,,1.27936709,0.92264805,,,,,,,1.25613957,,1.69538657,1.46468336,,1.35179553,,,,,,1.38572180,1.70068430,,1.31014691,1.83888753,,,,,,,,,,2.04379877,,,,,,,,,,,,,1.10533624,1.20523829,1.32127032,,,1.94289799,2.05484586,2.18408606,1.65603782,,,
,78.323753,1.40048326,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60950661,1.61207993,,,,,,,,,,,,,1.13259291,1.56777333,1.18223298,1.30216202,1.35703958,1.41676539,1.07906410,,,,,1.91053462,,1.59322588,,1.34546208,,,1.01574556,0.88021874,,,,,,,1.12709950,,1.52824492,1.42457829,,1.07680214,,,,,,1.30050532,1.61317553,,1.28296287,1.85064656,,,,,,,,,,1.95887607,,,,,,,,,,,,,1.07820870,1.03263618,1.18816966,,,1.85699430,1.86029275,2.05005318,1.43320044,,,
,85.304090,1.30936391,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55466441,1.61726564,,,,,,,,,,,,,1.03131506,1.44763184,1.24823549,1.21657627,1.31167270,1.31704951,0.99547311,,,,,1.59548783,,1.50019503,,1.19891754,,,0.98694806,0.87192878,,,,,,,1.02299587,,1.39742415,1.33618854,,0.87854165,,,,,,1.20436789,1.55190878,,1.21172430,1.61777293,,,,,,,,,,1.84114460,,,,,,,,,,,,,1.03990490,0.99685725,0.98269959,,,1.71559008,1.60402836,1.89450838,1.12283703,,,
,92.286640,1.30001004,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40435581,1.56386085,,,,,,,,,,,,,0.98389129,1.40973858,1.18827888,1.15030736,1.26151199,1.32872215,1.02661016,,,,,1.36219363,,1.40313827,,1.20038014,,,1.04559061,0.86185646,,,,,,,0.95117183,,1.29343468,1.25251352,,0.82808947,,,,,,1.21562713,1.47389395,,1.20020827,1.46198553,,,,,,,,,,1.69027180,,,,,,,,,,,,,1.00351554,0.94614939,0.90231455,,,1.60488625,1.49563277,1.80841898,0.98973051,,,
,99.268830,1.35667294,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36017543,1.47264963,,,,,,,,,,,,,1.05213598,1.36581586,1.15065863,1.13637217,1.26772894,1.23987699,0.96900644,,,,,1.27556901,,1.86795432,,1.16814058,,,1.07222855,0.87173008,,,,,,,0.91924496,,1.24924229,1.23008136,,0.81939451,,,,,,1.10061409,1.44401882,,1.18890950,1.48655297,,,,,,,,,,1.63437562,,,,,,,,,,,,,1.00170331,0.93460135,0.87309521,,,1.50746202,1.43157876,1.62422685,0.98056091,,,
,106.250664,1.30679404,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35412231,1.47268767,,,,,,,,,,,,,1.09680012,1.34906470,1.11903799,1.11226462,1.23966708,1.20171094,0.99939322,,,,,1.21600430,,1.43495026,,1.18173622,,,0.92235158,0.87636421,,,,,,,0.99671262,,1.20735151,1.22066855,,0.89602338,,,,,,1.08336111,1.40000817,,1.15723676,1.40362025,,,,,,,,,,1.60684791,,,,,,,,,,,,,0.99405601,0.90829970,0.88192297,,,1.64911684,1.40525729,1.44244917,1.00027687,,,
,113.227669,1.19567426,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24645038,1.37355220,,,,,,,,,,,,,1.04491296,1.30008590,0.96370457,1.02582309,1.16374576,1.06848138,1.05915952,,,,,1.02350101,,1.16910405,,1.06239531,,,0.85373331,0.78265844,,,,,,,0.83055565,,1.09222300,1.12993367,,0.77438249,,,,,,0.93179904,1.26020662,,1.06810280,1.26600885,,,,,,,,,,1.46895777,,,,,,,,,,,,,0.95930812,0.93668077,0.78534762,,,1.15007047,1.20643724,1.23837062,0.86309305,,,
,120.203181,1.35268475,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29508102,1.42974417,,,,,,,,,,,,,1.06738680,1.30649384,1.00175976,1.07554935,1.20839466,1.19607324,1.21652697,,,,,1.15791656,,1.29510990,,1.16004010,,,0.90489919,1.00481440,,,,,,,0.88355706,,1.16467187,1.34324546,,0.88229553,,,,,,0.99252666,1.33641013,,1.14765404,1.35757460,,,,,,,,,,1.54365991,,,,,,,,,,,,,0.98646360,0.91792252,0.89014677,,,1.32961238,1.26832213,1.32263213,1.03408709,,,
,127.184632,1.25120985,,,,,,,,,,,,,,,,,,,,,,,,,,,1.29207610,1.34537751,,,,,,,,,,,,,1.05656513,1.30451300,0.98661188,1.07104441,1.19034877,1.20895588,1.17164350,,,,,1.05301920,,1.23110959,,1.07577882,,,0.90455745,0.85630828,,,,,,,0.85174179,,1.14577320,1.32206815,,0.90358150,,,,,,0.97534070,1.30712048,,1.12117008,1.30298991,,,,,,,,,,1.52028260,,,,,,,,,,,,,0.98426652,0.99665541,0.85645361,,,1.29002067,1.27541633,1.29859847,1.06565080,,,
,134.163867,1.29590507,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31475251,1.37470451,,,,,,,,,,,,,1.11428685,1.35253969,1.08396244,1.07802272,1.21093828,1.40099661,1.22210110,,,,,1.17016569,,1.29527745,,1.12612451,,,0.93882727,0.84712364,,,,,,,0.89462730,,1.17020451,1.33478168,,0.96541345,,,,,,1.05412823,1.32422730,,1.14687954,1.37699105,,,,,,,,,,1.61954396,,,,,,,,,,,,,0.98833613,0.91455957,1.05654361,,,1.37022970,1.30466118,1.31882914,1.07614751,,,
,141.149757,1.29523692,,,,,,,,,,,,,,,,,,,,,,,,,,,1.30303472,1.33780546,,,,,,,,,,,,,1.09498869,1.34145928,1.08496994,1.04871795,1.22317529,1.26463148,1.20749474,,,,,1.21981426,,1.22559351,,1.12306184,,,0.92814264,0.83920601,,,,,,,0.87907264,,1.17778858,1.29456850,,0.96725984,,,,,,1.05424359,1.29764963,,1.14139232,1.32799655,,,,,,,,,,1.57168794,,,,,,,,,,,,,0.99505227,0.92296903,1.07114105,,,1.45912716,1.23509059,1.37544297,1.07649817,,,
,148.124545,1.25185497,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17861665,1.31736192,,,,,,,,,,,,,1.09018098,1.29241620,0.99834994,1.02514365,1.18690578,1.21758459,1.18734028,,,,,1.16581325,,1.16929927,,1.04703049,,,0.90556089,0.80804485,,,,,,,0.85815323,,1.13725093,1.27855220,,0.95006968,,,,,,1.03295023,1.24079078,,1.11295019,1.35191328,,,,,,,,,,1.55531354,,,,,,,,,,,,,0.98511975,0.93861471,1.06818523,,,1.16437597,1.12592061,1.29291528,1.02297414,,,
,155.122663,1.26585727,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20117477,1.31198253,,,,,,,,,,,,,1.08150540,1.26762025,0.99186898,1.06357160,1.16453211,1.23082747,1.18147222,,,,,1.20640198,,1.21059251,,1.08634209,,,0.90554845,0.84555547,,,,,,,0.88058738,,1.14837851,1.27154146,,0.98971078,,,,,,1.05605841,1.23201241,,1.12435088,1.37488651,,,,,,,,,,1.57514569,,,,,,,,,,,,,0.98040984,0.94154313,1.06119357,,,1.16962245,1.15933784,1.30335356,0.99460007,,,
"FCCP 2uM",162.188183,1.38489764,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52473616,1.45164753,,,,,,,,,,,,,1.40185967,1.63777354,1.13354274,1.31403273,1.46907463,1.85477828,1.72978598,,,,,1.68092126,,1.47824175,,1.55324703,,,1.18569981,1.04004235,,,,,,,1.09593202,,1.55167529,1.72420264,,1.39201162,,,,,,1.37340479,1.52864034,,1.27329795,1.54223385,,,,,,,,,,1.63984069,,,,,,,,,,,,,1.05253684,1.25880571,1.65126118,,,2.33606212,2.19120968,1.65360856,1.63221886,,,
,169.177037,1.96357764,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93191874,1.72069765,,,,,,,,,,,,,1.90731865,2.17258758,1.45170745,1.92728230,2.22336935,2.85636600,3.00216370,,,,,2.78863520,,2.46786799,,1.86652248,,,1.93875658,2.04216689,,,,,,,1.58296098,,3.06832235,2.93070540,,3.05616094,,,,,,1.81530225,2.26662063,,1.59206195,2.64595143,,,,,,,,,,2.27544300,,,,,,,,,,,,,1.22011508,1.72181721,3.04334234,,,4.02280322,5.30292483,2.31861040,2.98386466,,,
,176.173676,2.08459667,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38214213,1.85545027,,,,,,,,,,,,,2.05890447,2.92674470,1.77008444,2.16300942,2.72664094,2.78670720,2.86121598,,,,,3.73942390,,2.62004979,,2.55962360,,,2.25020215,1.80585236,,,,,,,2.11364079,,3.17101371,2.85273111,,4.23331040,,,,,,2.12282160,2.83339033,,1.90663707,3.02970948,,,,,,,,,,2.77899412,,,,,,,,,,,,,1.26094202,1.78447485,3.42568624,,,4.29908558,5.44498410,3.62666694,3.47247348,,,
,183.160311,1.97442679,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59155682,1.89457120,,,,,,,,,,,,,2.04053325,3.16830435,1.88750832,2.27394021,2.86826150,2.66563370,2.74070680,,,,,3.93830319,,2.58932302,,2.68821333,,,2.30793691,2.18670258,,,,,,,2.19298170,,3.01892939,2.72392099,,4.45959805,,,,,,2.19494852,2.86830469,,1.96544891,3.12586949,,,,,,,,,,2.95964421,,,,,,,,,,,,,1.22997494,1.73758160,3.26416712,,,4.15316582,5.00476946,2.75494096,3.20262376,,,
,190.152496,1.77805160,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57562753,1.96747269,,,,,,,,,,,,,1.75181545,3.17573215,1.89465057,2.24078551,2.87066831,2.56317557,2.92014181,,,,,3.88283653,,2.55946806,,2.41948369,,,2.62683838,1.96804633,,,,,,,2.12556790,,2.79597961,2.68671955,,4.41765774,,,,,,2.14942196,2.64330710,,1.96319530,3.08955947,,,,,,,,,,2.95469281,,,,,,,,,,,,,1.22547005,1.70566878,3.11239693,,,3.68530899,4.85062115,2.59361703,3.06988076,,,
"AA/Rot 12/6uM",197.210613,1.76103111,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54760022,2.16286709,,,,,,,,,,,,,1.62656688,2.55593630,1.87020204,2.07063876,2.58363927,2.56702380,2.08790502,,,,,3.54600671,,2.55809475,,2.38417117,,,2.32172496,1.96454597,,,,,,,2.01168466,,2.61270893,2.40067881,,3.73316619,,,,,,2.09806265,2.44984089,,1.86771331,2.79043090,,,,,,,,,,2.81746201,,,,,,,,,,,,,1.21933777,1.59652991,2.80962508,,,3.22741680,4.43220374,2.54418453,2.79010832,,,
,204.195024,1.59039902,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00377104,1.82526651,,,,,,,,,,,,,1.41905866,1.93147508,1.59670614,1.79639235,1.88483232,2.23888129,1.61132890,,,,,2.65643458,,1.95859203,,1.85773607,,,1.80247478,1.53177724,,,,,,,1.70905682,,2.09792361,2.15768718,,2.72123662,,,,,,1.81252293,1.98696590,,1.62653709,2.06964887,,,,,,,,,,2.21756348,,,,,,,,,,,,,1.18211976,1.39269623,2.30308941,,,2.72557129,3.24389479,2.26719534,2.16497864,,,
,211.189444,1.38334307,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53577108,1.59131203,,,,,,,,,,,,,1.27065364,1.46997251,1.37005377,1.53164759,1.50792277,1.92632718,1.55800292,,,,,1.95489884,,1.63784405,,1.55758824,,,1.51398244,1.56654885,,,,,,,1.46881307,,1.66547850,1.89649211,,2.03224718,,,,,,1.44826990,1.52621659,,1.38855772,1.92791742,,,,,,,,,,1.71336967,,,,,,,,,,,,,1.13721735,1.24646651,1.96779422,,,2.01183696,2.27659033,2.03970752,1.59805175,,,
,218.182756,1.24844159,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42496919,1.45969571,,,,,,,,,,,,,1.25154706,1.30593394,1.22730843,1.34339981,1.32180069,1.65161604,1.39844918,,,,,1.63508137,,1.40233591,,1.36251321,,,1.31766205,1.32771707,,,,,,,1.31468357,,1.45385788,1.56842760,,1.65303873,,,,,,1.28321771,1.36276091,,1.26625617,1.67062195,,,,,,,,,,1.46136770,,,,,,,,,,,,,1.09492001,1.13571963,1.69316201,,,1.67243982,1.81769032,1.99548351,1.42057542,,,
,225.177897,1.16273201,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23844978,1.32538098,,,,,,,,,,,,,1.12308640,1.17703255,1.13988591,1.20033022,1.19123739,1.50215327,1.22215381,,,,,1.32732525,,1.25877533,,1.21385606,,,1.20186911,1.19914176,,,,,,,1.21150381,,1.30314650,1.37447382,,1.44969536,,,,,,1.20984143,1.24560052,,1.18102633,1.29845112,,,,,,,,,,1.31082759,,,,,,,,,,,,,1.06259435,1.07283665,1.35644642,,,1.46814295,1.40192874,1.66040284,1.24250194,,,
,232.168227,1.10678769,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17233919,1.22843618,,,,,,,,,,,,,1.09519930,1.11324083,1.08707941,1.12687015,1.09951229,1.30152253,1.04753434,,,,,1.18104100,,1.14973797,,1.16419799,,,1.12504525,1.09190571,,,,,,,1.18812738,,1.23363139,1.21426522,,1.23789993,,,,,,1.10979091,1.14961678,,1.09853881,1.18935407,,,,,,,,,,1.15804780,,,,,,,,,,,,,1.03444051,1.04622815,1.16516567,,,1.32502541,1.19454567,1.52062122,1.15775940,,,
,239.147098,1.06472685,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12313794,1.13355644,,,,,,,,,,,,,1.08737102,1.08122026,1.06025004,1.06364388,1.05830903,1.22987335,1.03546509,,,,,1.08563150,,1.16321416,,1.17856860,,,1.09585030,1.05421170,,,,,,,1.09919082,,1.15232871,1.13509606,,1.16109909,,,,,,1.08096511,1.10621130,,1.06360462,1.14698979,,,,,,,,,,1.11771497,,,,,,,,,,,,,1.01791309,1.01764605,1.09814734,,,1.21996138,1.13182655,1.39153674,1.13978234,,,
,246.138549,1.06157552,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08181408,1.09668632,,,,,,,,,,,,,1.04992840,1.07432257,1.05307345,1.05845625,1.04503218,1.23494058,1.04777724,,,,,0.97990100,,1.12420843,,1.11871446,,,1.06602534,1.02034362,,,,,,,1.05416004,,1.11776711,1.14716725,,1.08846384,,,,,,1.04480177,1.09538600,,1.04411236,1.06724631,,,,,,,,,,1.08696718,,,,,,,,,,,,,1.01207156,1.01095931,1.02880906,,,1.13517240,1.07164392,1.27502897,1.10931306,,,
,253.126660,1.01974062,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04765735,1.02850569,,,,,,,,,,,,,1.04378693,1.03131118,1.03947477,1.08877083,1.01840192,1.04681969,0.96269999,,,,,1.12887552,,1.04743987,,1.09729705,,,1.02704036,1.02911573,,,,,,,1.04548396,,1.08751809,1.06428835,,1.02997408,,,,,,1.00697715,1.07262735,,1.00727357,1.04144162,,,,,,,,,,1.03700310,,,,,,,,,,,,,1.00596141,1.00901842,0.99149770,,,1.08962025,0.97536155,1.17093850,1.05753475,,,
,260.118852,1.00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000000,1.00000000,,,,,,,,,,,,,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,,,,,1.00000000,,1.00000000,,1.00000000,,,1.00000000,1.00000000,,,,,,,1.00000000,,1.00000000,1.00000000,,1.00000000,,,,,,1.00000000,1.00000000,,1.00000000,1.00000000,,,,,,,,,,1.00000000,,,,,,,,,,,,,1.00000000,1.00000000,1.00000000,,,1.00000000,1.00000000,1.00000000,1.00000000,,,
